true_smiles,name,pred_smiles_1,pred_smiles_2,pred_smiles_3
CC1=CC2=C(C(=C1)O)C(=C3C(=O)[C@H]4C(C5[C@]3(C2=O)[C@@H]6C(C5[C@@]47C(=C(C8=C(C7=O)C=C(C=C8O)C)O)C6=O)O)O)O,MassSpecGymID0001903,O=C1c2c(O)cc(C3Oc4cc(O)cc(O)c4C(=O)C3c3ccc(O)cc3)cc2OC(c2ccc(O)cc2)C1O,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@@H]1[C@@H]1c2cc(O)cc(O)c2C(=O)[C@@H]1c1cc(O)cc(O)c1,O=C1c2c(O)cc(O)cc2OC2Cc3c(O)cc(O)c(c31)C(=O)C(c1ccc(O)cc1)C(c1ccc(O)cc1)O2
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,MassSpecGymID0018837,CC(C)(c1ccc(-c2cc(=O)[n-]c(=O)[n-]2)cc1)c1nc2cc(C(=O)O)ccc2o1,O=C(O)c1ccc(-c2cccc(-c3nc4cc(C(=O)O)ccc4o3)n2)cc1,O=C(O)c1ccc2oc(-c3cc(-c4nc5ccccc5o4)ccc3O)nc2c1
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,MassSpecGymID0018840,CCC(C1C(C#N)=C(N)Oc2c1oc1c3ccoc4ccccc4c=3c21)[N+](=O)[O-],CC12C(C#N)=C(N)OC3=C1C=C3C(C[N+](=O)[O-])c1c2c(=O)oc2ccccc12,CC1([O-])C(c2c(N)c3ccccc3oc2=O)=C(C#N)c2ccccc21
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,MassSpecGymID0027378,CCCCc1nc2nc(C)c(CCC)c(=O)cc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCCc1nc(C)c(C)n1Cc1ccn(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)c1,CCCCc1nc(C)c(Cc2[nH]c(=O)ccc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,MassSpecGymID0027960,Cc1c([OH2+])c2ccccc2n2c3c(c4c(cc42)oc1=O)C(C)C(=O)N(CC#N)C3=[OH+],CC1(C)C=CC(C[O-])=C2C(=Cc3c2c(=O)oc2ccccc32)OC(N)=C(C#N)C1=O,CC1(C)C(=O)N([NH-])c2ccccc21
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,MassSpecGymID0058040,CC(=O)C1C(C)=C(C2C(O)C(O)C3(NO3)C2C(C)=O)C(C(C)=O)c2cc1cc([N+](=O)[O-])c2,CC(=O)OC1(c2cc([N+](=O)[O-])cc(C3(C(C)=O)CC3)c2)COC12C(O)C1COC3(C)C1N32,C=C(C)c1cc([N+](=O)[O-])cc2c1OC(C)(C)[C@H]2O
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,MassSpecGymID0058077,COc1cc(-c2cc3c(c(OC)c2OC)C(=O)[C@@H](NC(C)=O)CC3)c(OC)c(OC)c1OC,COc1cc2c(c(OC)c1OC)C[C@H](c1c([Te]C(=O)CCCCO)cc(OC)c(OC)c1OC)CCc1cc(OC)c(OC)c(OC)c1-2,CCC(CC(CC(OC)C(=O)O)C(C)CC)NC(CC)OC1CCc2cc(OC)c(OC)c(OC)c21
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,MassSpecGymID0058081,CC(C)[C@@H](C)CNC(=O)[C@]12[C@@H](C)CC([C@@]3(C)CC[C@H]4C(C)(C)[C@@]3(C)CC[C@]4(C)C(=O)O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O[C@H]3O[C@@H]4C(O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H](C)[C@@H]34)=CC[C@H]1[C@@H]2C,CC(C)C1=CCC2C(=CCC3C2(C)CCC2C(C)(C)C4CCC4(C)CCC23C(=O)OC2OCC(O)C(OC3C(O)COC(OC4OCC(O)C(O)C4O)C3O)C2NC(=O)O)C(C)C1,CC1CC(OC2OC(OC3C(O)OCC(O)C3O)C(OC3CC4(C)C(CCC5(C)C4CC=C4C6CC=C(C(C)C(C)NC(=O)O)C6(C)CCC45C)C3(C)C)C(O)C2O)C(O)C1O
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,MassSpecGymID0059173,CC(C)(O)C1=C[C@@]2(C)CC[C@H]3Cc4cc5c6[nH]c(c5cc4[C@@]3(O)C1)[C@H](C6)C13CCC2(CC1)C3(C)C,CC1(O)CCC1CCC(C)(C)C(C)(O)c1cc2[nH]c3cc4c(cc5cc3c2cc15)C(C)(C)C4(C)C,CC1=C2Nc3cc4c([C@H]5CC[C@H]6CC(C(C)(C)C)=C6C5(C)C)cc3C(=C1)C=C4CC[C@@H](O)[C@]2(C)O
CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,MassSpecGymID0061350,NCc1cccc(O[C@@H]2OC[C@H](O)[C@H](Oc3cccc([N+](=O)[O-])c3)[C@@H]2O)c1,CN[O+]=CC(C)=C1c2cc([N+](=O)[O-])ccc2[C@@H](O)[C@@H]1O,[CH2+]CC(=O)c1c([CH-]C)cc([N+](=O)[O-])cc1O[C@H]1[C@H]([O-])[C@@H](CC)O[C@H]1C
